Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Is Anomaly,Color
ISSUE-0322,KEY-0322,Detected Malware Infiltration in Internal Systems,1,Malware,High,In Progress,Reporter 6,Assignee 7,2023-11-18 10:34:00,2026-02-03 04:52:05.816519,12,10,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,36092.73591019915,KRI,User_69,2023-11-18 18:10:00,login,UK,IN,140,1,8.69250987318184,0.1,29.465089760653246,5063.620873989402,6.5,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0323,KEY-0323,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 5,Assignee 18,2023-11-19 18:05:00,2026-01-16 04:52:05.816519,61,10,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,23989.088831536246,KPI,User_23,2023-11-20 04:52:00,data_modification,DE,DE,766,4,10.38137299519343,49.352354024286534,32.31206165008797,9776.890153134165,7.1499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0324,KEY-0324,Supplier Security Compliance Gaps,1,Procurement Security,High,Closed,Reporter 4,Assignee 12,2023-11-20 05:56:00,2023-11-28 05:56:00.000000,8,10,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,15987.41040913782,KPI,User_40,2023-11-20 15:33:00,login,JP,EU,623,1,8.55304959190698,0.6280147308238571,31.198654475336813,7152.46457587681,6.6499999999999995,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0325,KEY-0325,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 5,Assignee 14,2023-11-21 02:14:00,2023-11-30 02:14:00.000000,9,6,High,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1879.6523635218468,KPI,User_26,2023-11-21 20:35:00,file_access,Unknown,IN,978,19,4.474050991352272,7.10341401169177,29.8695078324467,6688.1950901310665,4.9,Medium,Routine Monitoring,0,Yellow
ISSUE-0326,KEY-0326,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Open,Reporter 10,Assignee 19,2023-11-22 19:49:00,2026-01-09 04:52:05.816519,8,10,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,43391.99971359989,KRI,User_96,2023-11-23 14:35:00,login,EU,EU,588,1,5.111786498460532,1.0234929204208556,34.21808890545797,6061.839839354105,6.6499999999999995,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0327,KEY-0327,Outdated Operating System Components,1,System Vulnerability,Critical,Resolved,Reporter 9,Assignee 17,2023-11-23 16:23:00,2023-12-04 16:23:00.000000,11,10,Critical,IT,Steps to resolve Outdated Operating System Components,23031.9276028889,KPI,User_74,2023-11-23 21:32:00,file_access,CANADA,AU,168,9,4.151808319784235,3.366791497971476,12.071998655596857,4791.605685317701,7.000000000000001,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0328,KEY-0328,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Resolved,Reporter 6,Assignee 13,2023-11-24 23:06:00,2023-12-02 23:06:00.000000,8,4,Medium,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,4199.778527695919,KRI,User_73,2023-11-24 23:54:00,login,AU,IN,143,1,2.102105704275526,0.2744857609843807,33.29333716174658,4535.789269306691,3.5999999999999996,Low,Log for Reference,0,Green-Yellow
ISSUE-0329,KEY-0329,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 7,Assignee 11,2023-11-25 11:30:00,2026-02-28 04:52:05.816519,7,7,High,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,10540.761410706367,KPI,User_59,2023-11-25 20:42:00,data_modification,DE,EU,5722,4,10.83867635394577,55.2629476755502,47.39963130988309,33102.48247204664,5.050000000000001,Medium,Routine Monitoring,0,Yellow
ISSUE-0330,KEY-0330,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Open,Reporter 6,Assignee 10,2023-11-26 17:55:00,2025-12-07 04:52:05.816519,10,10,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,15542.429671421107,KRI,User_85,2023-11-26 20:28:00,data_modification,Unknown,Unknown,1500,9,9.156299577220272,9.724283510521374,39.29691356307575,11152.049361562891,6.9,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0331,KEY-0331,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Closed,Reporter 2,Assignee 12,2023-11-27 10:35:00,2023-12-05 10:35:00.000000,8,7,High,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,7797.5570710621,KRI,User_16,2023-11-27 12:42:00,data_modification,CANADA,CANADA,973,13,9.524777263268788,51.389661118852175,38.53098932567208,9630.099336354782,5.300000000000001,Medium,Routine Monitoring,0,Yellow
ISSUE-0332,KEY-0332,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 6,Assignee 8,2023-11-28 03:21:00,2023-12-18 03:21:00.000000,20,10,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,15950.448909422874,KPI,User_67,2023-11-28 06:39:00,data_modification,Unknown,UK,2124,6,2.43212265502103,0.8546715945223391,23.074312138430315,13043.946063662474,7.2,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0333,KEY-0333,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 1,Assignee 18,2023-11-29 02:32:00,2023-12-08 02:32:00.000000,9,10,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,8582.653193882903,KPI,User_30,2023-11-29 17:55:00,file_access,FR,CANADA,558,7,3.4025099670406838,7.506520875072157,35.04318116458496,5247.0711711596905,6.500000000000001,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0334,KEY-0334,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,In Progress,Reporter 3,Assignee 14,2023-11-30 21:22:00,2025-11-09 04:52:05.816519,12,10,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,16171.533926344639,KRI,User_72,2023-12-01 01:32:00,login,Unknown,CN,79,1,2.6611956261062413,1.1133747213409835,20.556042755378524,3338.7923729697864,4.8,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0335,KEY-0335,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Open,Reporter 2,Assignee 15,2023-12-01 15:11:00,2025-11-13 04:52:05.816519,8,6,High,External Contractors,Steps to resolve Incomplete Risk Management Framework,2208.6855408317683,KPI,User_99,2023-12-02 10:52:00,file_access,Unknown,IN,482,11,4.644153938168391,17.51068875873383,22.47073261178525,6758.178520037451,4.15,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0336,KEY-0336,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Open,Reporter 3,Assignee 15,2023-12-02 20:32:00,2025-12-25 04:52:05.816519,12,6,High,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,11477.862873683775,KPI,User_5,2023-12-03 00:05:00,login,CN,AU,85,2,10.654626730604534,0.752316963370006,23.33704582039865,5523.909455096514,4.65,Medium,Routine Monitoring,0,Yellow
ISSUE-0337,KEY-0337,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,In Progress,Reporter 1,Assignee 3,2023-12-03 16:01:00,2025-12-16 04:52:05.816519,18,6,High,Operations,Steps to resolve Missing or Inaccurate Asset Records,7947.538352365598,KPI,User_5,2023-12-03 16:54:00,data_modification,EU,AU,2626,9,5.620161679884309,25.848397872881513,29.72729369788962,17074.999549319265,5.050000000000001,Medium,Routine Monitoring,0,Yellow
ISSUE-0338,KEY-0338,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,In Progress,Reporter 6,Assignee 13,2023-12-04 13:01:00,2026-02-01 04:52:05.816519,18,7,High,IT,Steps to resolve Missing or Inaccurate Asset Records,6619.367035704852,KPI,User_91,2023-12-04 17:28:00,data_modification,AU,FR,2995,14,9.682428129089766,10.644852119704154,45.076039415026585,20571.69679927489,4.6,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0339,KEY-0339,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Resolved,Reporter 9,Assignee 2,2023-12-05 03:35:00,2023-12-12 03:35:00.000000,7,4,Medium,External Contractors,Steps to resolve Weak Cloud Storage Access Controls,4114.966550762614,KRI,User_80,2023-12-05 12:02:00,file_access,USA,UK,3493,14,10.55357743657306,8.051430284896698,25.809494241299873,20698.855582705248,3.3499999999999996,Low,No Action Needed,0,Green
ISSUE-0340,KEY-0340,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,In Progress,Reporter 1,Assignee 5,2023-12-06 23:07:00,2026-02-04 04:52:05.816519,1,10,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,16151.19425957109,KRI,User_92,2023-12-07 07:18:00,login,IN,IN,684,1,6.666350693353875,0.1,38.49961613364489,8834.808821368115,4.749999999999999,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0341,KEY-0341,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Resolved,Reporter 3,Assignee 10,2023-12-07 23:53:00,2023-12-08 23:53:00.000000,1,10,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,22044.485156836054,KRI,User_17,2023-12-08 08:34:00,file_access,USA,Unknown,130,14,7.192365393998732,19.840647200677026,23.869655733730905,4093.0707186982063,4.8,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0342,KEY-0342,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Open,Reporter 5,Assignee 6,2023-12-09 01:18:00,2026-01-25 04:52:05.816519,26,10,Critical,Sales,Steps to resolve Insufficient Access Control Measures,27564.61133261025,KPI,User_71,2023-12-09 18:22:00,login,USA,UK,71,1,5.175765849762589,15.604057261830025,35.22930750946882,5535.162337607989,7.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0343,KEY-0343,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Open,Reporter 6,Assignee 14,2023-12-09 11:21:00,2025-11-20 04:52:05.816519,13,9,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,10058.626665360502,KPI,User_14,2023-12-10 08:11:00,login,DE,UK,290,1,9.428132326173499,0.47007433757498707,22.6140746423155,7188.985055369164,4.949999999999999,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0344,KEY-0344,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Open,Reporter 2,Assignee 11,2023-12-10 06:09:00,2026-03-11 04:52:05.816519,14,10,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,53196.902849044556,KRI,User_16,2023-12-10 20:27:00,login,UK,CANADA,10,1,7.080545113229953,1.1024390628463885,17.884189658566605,3462.985604903696,6.5,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0345,KEY-0345,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 9,Assignee 2,2023-12-11 18:23:00,2025-11-08 04:52:05.816519,24,10,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,25387.487318967324,KPI,User_54,2023-12-12 14:31:00,login,CN,IN,173,1,5.127755301620505,2.164775000808948,25.933602315537968,5326.134787415928,7.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0346,KEY-0346,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Open,Reporter 6,Assignee 19,2023-12-12 04:47:00,2026-03-21 04:52:05.816519,13,3,Low,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,11932.775763581692,KPI,User_13,2023-12-12 18:41:00,data_modification,CN,CANADA,524,7,6.616268304754686,0.17995351130229048,50.13418112178137,4735.802108050308,3.25,Low,Log for Reference,0,Green-Yellow
ISSUE-0347,KEY-0347,Weak Authentication Protocols,1,Access Control,Critical,In Progress,Reporter 8,Assignee 12,2023-12-13 19:15:00,2026-03-09 04:52:05.816519,24,10,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,22765.59464698227,KPI,User_87,2023-12-13 22:33:00,login,FR,CN,587,2,5.039217828125212,1.2399437460855292,24.349004129950362,6567.133233482554,7.1499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0348,KEY-0348,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Closed,Reporter 7,Assignee 16,2023-12-14 20:50:00,2023-12-21 20:50:00.000000,7,8,High,Sales,Steps to resolve Missing or Inaccurate Asset Records,10393.728230231734,KPI,User_42,2023-12-15 15:53:00,data_modification,IN,CANADA,10,11,7.5321119990706915,41.968738614872166,23.923409246700423,4920.138088523897,5.05,Medium,Routine Monitoring,0,Yellow
ISSUE-0349,KEY-0349,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,In Progress,Reporter 8,Assignee 5,2023-12-15 22:50:00,2025-12-07 04:52:05.816519,32,10,Critical,External Contractors,Steps to resolve Delayed Patching of Known Vulnerabilities,8799.122942154718,KPI,User_25,2023-12-16 08:24:00,file_access,Unknown,EU,210,9,2.1889791241058854,18.605433130561348,33.81406714005932,5745.102391743378,6.4,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0350,KEY-0350,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,In Progress,Reporter 2,Assignee 1,2023-12-16 23:15:00,2026-02-22 04:52:05.816519,7,3,Low,Sales,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,6815.139227329709,KPI,User_67,2023-12-17 01:42:00,login,UK,AU,183,1,3.672100096990883,0.418549609741343,15.873910865695004,4741.969530987202,2.1000000000000005,Low,No Action Needed,0,Green
ISSUE-0351,KEY-0351,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 5,Assignee 20,2023-12-17 05:07:00,2023-12-25 05:07:00.000000,8,10,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,6230.1929885505915,KRI,User_94,2023-12-17 19:45:00,file_access,CN,CN,300,10,12.960186926989111,2.0546165498954494,41.259621161113174,5243.371946638247,6.6000000000000005,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0352,KEY-0352,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Resolved,Reporter 4,Assignee 11,2023-12-18 14:31:00,2024-01-08 14:31:00.000000,21,10,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,43364.47207816892,KRI,User_91,2023-12-18 21:05:00,data_modification,USA,USA,2103,8,5.022854592039798,0.1,19.72856638014452,14492.648214232913,6.9,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0353,KEY-0353,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Resolved,Reporter 10,Assignee 1,2023-12-19 21:51:00,2023-12-25 21:51:00.000000,6,10,Critical,IT,Steps to resolve Incomplete Risk Management Framework,25891.921547318067,KPI,User_1,2023-12-19 21:52:00,data_modification,FR,Unknown,71,12,10.075575646628527,49.95397777434755,48.55296717202198,4950.9994212168585,7.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0354,KEY-0354,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 1,Assignee 14,2023-12-20 18:32:00,2023-12-25 18:32:00.000000,5,10,Critical,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,17707.310944192785,KPI,User_89,2023-12-21 17:53:00,data_modification,CANADA,DE,7660,7,9.562268050349225,5.004351221809485,63.638198586513155,41084.49085040985,6.85,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0355,KEY-0355,Supplier Security Compliance Gaps,1,Procurement Security,High,In Progress,Reporter 10,Assignee 2,2023-12-21 00:41:00,2026-01-06 04:52:05.816519,39,10,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,11614.055756998323,KPI,User_57,2023-12-21 01:19:00,data_modification,EU,JP,665,14,13.457010896561629,11.769072933441638,40.58684493302483,7592.523035046591,6.85,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0356,KEY-0356,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 1,Assignee 10,2023-12-22 04:28:00,2025-12-07 04:52:05.816519,19,10,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,36869.91927106965,KRI,User_58,2023-12-22 23:05:00,data_modification,CN,AU,415,4,10.938968431075805,101.6652347490647,31.044758345215676,4321.6118082064895,7.2,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,0,Red
ISSUE-0357,KEY-0357,Outdated Operating System Components,1,System Vulnerability,Critical,In Progress,Reporter 7,Assignee 11,2023-12-23 11:35:00,2026-03-13 04:52:05.816519,31,10,Critical,HR,Steps to resolve Outdated Operating System Components,18205.247512277278,KPI,User_34,2023-12-23 19:23:00,login,IN,IN,162,1,11.843163804390791,0.10182478374515334,42.08947117543651,4110.538878907207,7.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0358,KEY-0358,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 1,Assignee 6,2023-12-24 00:05:00,2024-01-07 00:05:00.000000,14,9,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,16343.50921793314,KRI,User_56,2023-12-24 03:28:00,login,USA,IN,195,1,5.849606118056421,2.826922381838643,32.681233547025506,4262.959744754575,6.3,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0359,KEY-0359,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,In Progress,Reporter 8,Assignee 3,2023-12-25 10:57:00,2026-02-25 04:52:05.816519,10,10,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,74009.73007880781,KRI,User_22,2023-12-26 05:52:00,data_modification,AU,JP,69,9,10.061836960592979,81.62834015477647,40.60130176044941,3750.712792932911,7.200000000000001,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0360,KEY-0360,Weak Authentication Protocols,1,Access Control,Critical,Open,Reporter 3,Assignee 12,2023-12-26 11:54:00,2025-12-29 04:52:05.816519,25,10,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,17944.367382003627,KPI,User_54,2023-12-26 17:15:00,file_access,JP,EU,17,7,5.735829100066578,40.281470135008085,19.79779398150536,3685.4134318826555,7.1000000000000005,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0361,KEY-0361,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,In Progress,Reporter 1,Assignee 5,2023-12-27 07:57:00,2025-11-15 04:52:05.816519,12,10,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,18832.31939253811,KRI,User_55,2023-12-27 12:45:00,data_modification,IN,DE,640,7,6.217324582369538,4.543023595336867,27.542504576680944,9760.302011164717,6.0,Medium,Routine Monitoring,0,Yellow
