Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Source
ISSUE-0439,KEY-0439,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 10,Assignee 19,2024-01-26,2024-02-03 00:00:00.000000,8.0,42.89,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1095635.0,KPI,User_66,2024-01-26 03:05:00,login,CN,CN,900.0,26.0,3.0,788.0,33.770042421538335,4209.0,13.778,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red,Real
ISSUE-0440,KEY-0440,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Open,Reporter 1,Assignee 17,2023-05-30,2025-04-21 01:51:53.295556,692.0,50.48,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,1950267.5,KPI,User_3,2023-05-30 21:54:00,file_access,Unknown,Unknown,1328.0,26.0,18.0,5772.5,78.71304010965682,5943.0,14.396,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0441,KEY-0441,Weak Authentication Protocols,1,Access Control,Low,Resolved,Reporter 10,Assignee 19,2023-01-28,2023-01-29 00:00:00.000000,1.0,20.17,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,257477.5,KPI,User_5,2023-01-28 02:43:00,login,FR,FR,900.0,26.0,12.0,655.0,67.5874056861337,6374.0,7.334,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,Real
ISSUE-0442,KEY-0442,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Resolved,Reporter 5,Assignee 8,2024-06-07,2024-06-11 00:00:00.000000,4.0,19.48,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1631405.0,KRI,User_95,2024-06-07 18:09:00,login,FR,FR,900.0,26.0,9.0,5082.5,58.50297073222424,4295.0,7.846000000000001,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0443,KEY-0443,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Resolved,Reporter 6,Assignee 11,2023-09-27,2023-09-30 00:00:00.000000,3.0,2.0,Low,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1160767.5,KPI,User_86,2023-09-27 01:20:00,data_modification,USA,USA,1661.0,26.0,12.0,2052.5,37.22888039395819,3342.0,2.2,Low,No Action Needed | Limit Data Transfer,Green,Real
ISSUE-0444,KEY-0444,Insufficient Access Control Measures,1,Control Effectiveness,Low,Closed,Reporter 4,Assignee 10,2023-02-12,2023-02-15 00:00:00.000000,3.0,75.35,Critical,IT,Steps to resolve Insufficient Access Control Measures,409990.0,KPI,User_51,2023-02-12 05:54:00,file_access,Unknown,Unknown,900.0,26.0,6.0,1362.5,65.51953918169272,7067.0,18.370000000000005,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0445,KEY-0445,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 3,Assignee 12,2024-11-26,2024-12-03 00:00:00.000000,7.0,2.0,Low,IT,Steps to resolve Insufficient Access Control Measures,1564322.5,KPI,User_24,2024-11-26 14:31:00,login,IN,IN,1319.0,26.0,3.0,980.0,28.94955247450465,6143.0,2.35,Low,No Action Needed | Limit Data Transfer,Green,Real
ISSUE-0446,KEY-0446,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Open,Reporter 6,Assignee 19,2023-12-30,2025-04-21 01:51:53.295556,478.0,12.0,Critical,Finance,Steps to resolve Missing or Inaccurate Asset Records,416882.0,KPI,User_45,2023-12-30 15:43:00,login,Unknown,Unknown,1312.0,26.0,13.0,7889.0,74.56653388686605,7332.0,7.6,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0447,KEY-0447,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Resolved,Reporter 8,Assignee 18,2023-09-13,2023-09-17 00:00:00.000000,4.0,24.29,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,2016495.0,KPI,User_19,2023-09-13 14:42:00,file_access,IN,IN,1584.0,26.0,6.0,2042.5,69.75620618038863,4230.0,8.958,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0448,KEY-0448,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Resolved,Reporter 10,Assignee 18,2024-02-09,2024-02-15 00:00:00.000000,6.0,102.69,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1702365.0,KPI,User_34,2024-02-09 09:05:00,login,IN,IN,925.0,26.0,18.0,1205.0,34.642724754474486,4754.0,24.488,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0449,KEY-0449,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Closed,Reporter 1,Assignee 9,2024-08-25,2024-08-30 00:00:00.000000,5.0,67.96,Critical,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,430010.0,KRI,User_95,2024-08-25 14:40:00,login,AU,Unknown,1262.0,26.0,12.0,2442.5,58.28628519118652,7207.0,16.942,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0450,KEY-0450,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Resolved,Reporter 5,Assignee 8,2024-01-24,2024-01-27 00:00:00.000000,3.0,24.23,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1661757.5,KPI,User_28,2024-01-24 03:51:00,login,CANADA,CANADA,2156.0,26.0,6.0,1492.5,38.45518509966793,4324.0,8.595999999999998,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0451,KEY-0451,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 1,Assignee 7,2024-03-01,2025-04-21 01:51:53.295556,416.0,39.02,Critical,Sales,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,314765.0,KPI,User_96,2024-03-01 15:52:00,file_access,CN,AU,1070.0,26.0,10.0,4262.0,78.3129585359862,5433.0,12.854,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0452,KEY-0452,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Open,Reporter 7,Assignee 10,2024-12-31,2025-04-21 01:51:53.295556,111.0,40.71,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,1440167.0,KRI,User_71,2024-12-31 19:58:00,file_access,EU,EU,920.0,26.0,10.0,1442.0,76.34998062086743,3612.0,13.192,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0453,KEY-0453,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 7,Assignee 15,2023-05-13,2025-04-21 01:51:53.295556,709.0,2.0,Low,Legal,Steps to resolve Inadequate Firewall Configurations,297863.0,KPI,User_66,2023-05-13 03:42:00,file_access,CN,UK,900.0,26.0,13.0,3491.0,41.00705237421765,6785.0,4.749999999999999,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,Real
ISSUE-0454,KEY-0454,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 9,Assignee 18,2023-06-15,2023-06-20 00:00:00.000000,5.0,66.01,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2443874.0,KRI,User_27,2023-06-15 14:29:00,file_access,AU,AU,1682.0,26.0,10.0,1148.0,70.14523104632505,7735.0,18.202000000000005,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0455,KEY-0455,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Resolved,Reporter 7,Assignee 13,2024-08-22,2024-08-30 00:00:00.000000,8.0,91.05,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,2054117.5,KPI,User_46,2024-08-22 15:27:00,login,AU,AU,1361.0,26.0,12.0,5375.0,43.58020319081764,6112.0,22.51,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0456,KEY-0456,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Closed,Reporter 4,Assignee 4,2023-06-12,2023-06-13 00:00:00.000000,1.0,80.47,Critical,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,2358008.0,KPI,User_73,2023-06-12 05:48:00,data_modification,JP,CANADA,2001.0,26.0,28.0,1052.0,27.04113635266858,4293.0,20.594,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0457,KEY-0457,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,In Progress,Reporter 3,Assignee 3,2024-01-24,2025-04-21 01:51:53.295556,453.0,96.03,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,2585228.0,KRI,User_90,2024-01-24 00:18:00,data_modification,CANADA,CANADA,1249.0,26.0,24.0,1271.0,56.03747987054525,7731.0,24.256000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0458,KEY-0458,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Open,Reporter 5,Assignee 10,2023-04-10,2025-04-21 01:51:53.295556,742.0,127.83,Critical,External Contractors,Steps to resolve Supplier Security Compliance Gaps,699487.5,KPI,User_48,2023-04-10 08:27:00,login,EU,EU,1396.0,27.0,18.0,3502.5,59.30695040318049,5449.0,29.716,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0459,KEY-0459,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Resolved,Reporter 7,Assignee 16,2023-02-24,2023-03-05 00:00:00.000000,9.0,25.51,Critical,Finance,Steps to resolve Non-Compliance with Data Protection Regulations,2121848.0,KRI,User_54,2023-02-24 13:12:00,data_modification,FR,FR,960.0,31.0,21.0,1508.0,23.88372499951451,5294.0,10.002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0460,KEY-0460,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Open,Reporter 10,Assignee 9,2024-12-01,2025-04-21 01:51:53.295556,141.0,42.96,Critical,C-Suite Executives,Steps to resolve Successful Phishing Attempt Targeting Executives,1082483.0,KRI,User_29,2024-12-01 19:21:00,data_modification,DE,DE,900.0,26.0,24.0,1115.0,41.53560195232632,4531.0,13.492,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0461,KEY-0461,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 9,Assignee 15,2024-03-26,2024-04-05 00:00:00.000000,10.0,45.68,Critical,External Contractors,Steps to resolve Supplier Security Compliance Gaps,1071089.0,KPI,User_13,2024-03-26 00:19:00,data_modification,EU,EU,900.0,39.0,24.0,8771.0,67.5129031108792,5824.0,14.686,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0462,KEY-0462,Weak Authentication Protocols,1,Access Control,Low,Open,Reporter 3,Assignee 13,2023-06-20,2025-04-21 01:51:53.295556,671.0,21.03,Critical,Legal,Steps to resolve Weak Authentication Protocols,1073437.5,KPI,User_12,2023-06-20 01:25:00,login,JP,JP,900.0,26.0,18.0,1430.0,75.98649627550851,7378.0,7.906,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,Real
ISSUE-0463,KEY-0463,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 4,Assignee 11,2024-02-04,2025-04-21 01:51:53.295556,442.0,47.58,Critical,Sales,Steps to resolve Outdated Operating System Components,1794210.0,KPI,User_75,2024-02-04 11:32:00,data_modification,DE,DE,1259.0,26.0,6.0,1015.0,59.3786553573552,3928.0,13.666,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0464,KEY-0464,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 2,Assignee 10,2023-11-08,2025-04-21 01:51:53.295556,530.0,58.37,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,1272040.0,KRI,User_97,2023-11-08 13:29:00,login,IN,IN,900.0,26.0,15.0,992.5,31.192972037450765,3131.0,15.073999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0465,KEY-0465,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 7,Assignee 13,2024-02-19,2025-04-21 01:51:53.295556,427.0,39.63,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,2606366.0,KPI,User_57,2024-02-19 15:26:00,data_modification,DE,DE,1528.0,26.0,6.0,929.0,33.0776899926102,5004.0,13.326,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0466,KEY-0466,Inconsistent Review of Security Policies,1,Management Oversight,High,Closed,Reporter 3,Assignee 19,2023-09-12,2023-09-20 00:00:00.000000,8.0,95.17,Critical,Finance,Steps to resolve Inconsistent Review of Security Policies,1584170.0,KPI,User_78,2023-09-12 00:28:00,data_modification,USA,USA,985.0,28.0,17.0,1799.0,68.10610529094248,4081.0,24.084000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0467,KEY-0467,Supplier Security Compliance Gaps,1,Procurement Security,Low,Closed,Reporter 8,Assignee 14,2025-04-08,2025-04-15 00:00:00.000000,7.0,69.53,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,1170292.5,KPI,User_66,2025-04-08 02:57:00,login,USA,USA,900.0,26.0,24.0,5050.0,53.16991457190742,4061.0,17.105999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0468,KEY-0468,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Closed,Reporter 4,Assignee 7,2024-08-14,2024-08-16 00:00:00.000000,2.0,29.28,Critical,Legal,Steps to resolve Insufficient Access Control Measures,1332500.0,KPI,User_19,2024-08-14 20:45:00,login,Unknown,Unknown,1239.0,26.0,13.0,734.0,46.49452687603757,5292.0,10.856,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0469,KEY-0469,Inconsistent Review of Security Policies,1,Management Oversight,High,Resolved,Reporter 3,Assignee 15,2023-11-21,2023-11-26 00:00:00.000000,5.0,17.3,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,2463731.0,KPI,User_31,2023-11-21 11:32:00,data_modification,DE,DE,1400.0,26.0,10.0,5798.0,21.58090644951999,3026.0,8.16,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0470,KEY-0470,Insufficient Access Control Measures,1,Control Effectiveness,Low,In Progress,Reporter 5,Assignee 18,2024-09-22,2025-04-21 01:51:53.295556,211.0,77.19,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,1686777.5,KPI,User_13,2024-09-22 14:27:00,login,UK,UK,900.0,33.0,6.0,1685.0,34.05198814734991,7385.0,18.988000000000003,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0471,KEY-0471,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 8,Assignee 12,2024-05-16,2025-04-21 01:51:53.295556,340.0,12.08,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,1194620.0,KRI,User_99,2024-05-16 11:01:00,login,FR,FR,2242.0,26.0,12.0,8152.5,48.56796496709332,6226.0,6.716,Medium,Routine Monitoring | Limit Data Transfer,Yellow,Real
ISSUE-0472,KEY-0472,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Open,Reporter 4,Assignee 13,2024-05-14,2025-04-21 01:51:53.295556,342.0,49.0,Critical,External Contractors,Steps to resolve Non-Compliance with Data Protection Regulations,2050628.0,KRI,User_21,2024-05-14 22:09:00,data_modification,JP,JP,1965.0,26.0,24.0,626.0,59.45059433266151,7352.0,14.85,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0473,KEY-0473,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Open,Reporter 5,Assignee 3,2024-02-04,2025-04-21 01:51:53.295556,442.0,49.83,Critical,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2302212.5,KRI,User_44,2024-02-04 02:07:00,data_modification,EU,EU,1424.0,26.0,6.0,6027.5,35.221255094460474,7993.0,14.266,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0474,KEY-0474,Outdated Operating System Components,1,System Vulnerability,Low,Open,Reporter 4,Assignee 2,2025-02-15,2025-04-21 01:51:53.295556,65.0,49.52,Critical,C-Suite Executives,Steps to resolve Outdated Operating System Components,1276062.5,KPI,User_3,2025-02-15 06:10:00,data_modification,Unknown,Unknown,1188.0,26.0,9.0,3140.0,37.793178409242806,4539.0,13.304,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0475,KEY-0475,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Closed,Reporter 9,Assignee 20,2024-06-12,2024-06-16 00:00:00.000000,4.0,21.58,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,743546.0,KPI,User_100,2024-06-12 21:14:00,login,CN,CN,2046.0,26.0,13.0,1829.0,59.25528174769136,4340.0,9.515999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0476,KEY-0476,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Closed,Reporter 8,Assignee 16,2024-12-01,2024-12-10 00:00:00.000000,9.0,41.4,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,1479653.0,KRI,User_9,2024-12-01 15:40:00,file_access,Unknown,Unknown,1503.0,26.0,10.0,2606.0,42.69665154537438,5140.0,13.679999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0477,KEY-0477,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Resolved,Reporter 9,Assignee 8,2024-06-06,2024-06-11 00:00:00.000000,5.0,63.91,Critical,IT,Steps to resolve Incomplete Risk Management Framework,1936265.0,KPI,User_93,2024-06-06 11:48:00,data_modification,USA,USA,900.0,35.0,13.0,5852.0,63.66954873670558,3492.0,18.132,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0478,KEY-0478,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 8,Assignee 17,2023-03-27,2023-04-03 00:00:00.000000,7.0,64.5,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,1169860.0,KRI,User_90,2023-03-27 21:47:00,data_modification,USA,USA,900.0,26.0,12.0,1807.5,50.02308084237286,4593.0,16.85,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
