Issue Name,CPU Usage %,Defense Action,Threat Level,Issue Key,Threat Score,Remediation Steps,Issue Volume,Risk Level,Status,Session Duration in Second,Impact Score,Date Resolved,Memory Usage MB,Assignees,Data Transfer MB,User ID,Timestamps,Issue Response Time Days,KPI/KRI,Issue ID,Category,IP Location,Reporters,Num Files Accessed,Department Affected,Is Anomaly,Cost,Severity,User Location,Date Reported,Login Attempts,Activity Type,Color
Successful Phishing Attempt Targeting Executives,39.36026815162329,Increase Monitoring & Investigate,Medium,KEY-0230,6.9,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Critical,Resolved,87,10,2023-09-15 12:07:00.000000,5795.779075716348,Assignee 13,0.4156684617843287,User_77,2023-08-19 02:00:00,28,KRI,ISSUE-0230,Phishing Attack,FR,Reporter 1,1,Operations,0,10839.977576203813,Critical,JP,2023-08-18 12:07:00,3.8698391990682817,login,Orange
Increased Exposure due to Insufficient Data Encryption,31.188457238225453,Escalate to SOC & Restrict Critical System Access,High,KEY-0231,7.2,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Critical,Open,2031,10,2025-11-12 22:27:57.042371,14463.127043995783,Assignee 13,13.275396787850932,User_14,2023-08-20 16:06:00,6,KRI,ISSUE-0231,Risk Exposure,CN,Reporter 1,16,Legal,0,15001.938215437342,Critical,CN,2023-08-20 02:36:00,3.550592276170612,file_access,Red
Incomplete Risk Management Framework,29.80343234742463,Log for Reference,Low,KEY-0232,3.9,Steps to resolve Incomplete Risk Management Framework,1,Medium,Open,246,5,2025-12-01 22:27:57.042371,5667.735987066369,Assignee 9,2.8427844708151144,User_30,2023-08-21 00:44:00,5,KPI,ISSUE-0232,Risk Management Maturity,AU,Reporter 3,7,HR,0,11875.964956600752,Medium,AU,2023-08-20 08:29:00,7.436805201731227,data_modification,Green-Yellow
High-Volume Distributed Denial-of-Service Attack,25.7829884523269,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0233,7.0,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,Open,91,10,2025-11-22 22:27:57.042371,4475.247346651239,Assignee 15,0.3278944961705532,User_70,2023-08-22 01:39:00,29,KRI,ISSUE-0233,DDOS,JP,Reporter 6,1,Finance,0,26751.77938647548,Critical,JP,2023-08-21 12:58:00,8.9549615917176,login,Red
Weak Authentication Protocols,24.397817477589626,Routine Monitoring,Medium,KEY-0234,4.1,Steps to resolve Weak Authentication Protocols,1,Medium,Resolved,267,5,2023-08-30 04:24:00.000000,5547.496577250819,Assignee 11,10.39847721307269,User_54,2023-08-22 21:15:00,8,KPI,ISSUE-0234,Access Control,DE,Reporter 2,12,Operations,0,3440.0603092184965,Medium,UK,2023-08-22 04:24:00,4.847194768751759,file_access,Yellow
Missing or Inaccurate Asset Records,31.501387739488862,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0235,7.2,Steps to resolve Missing or Inaccurate Asset Records,1,Critical,Resolved,212,10,2023-09-01 23:09:00.000000,4273.680513011268,Assignee 15,7.8966777874751894,User_5,2023-08-24 00:50:00,9,KPI,ISSUE-0235,Asset Inventory Accuracy,EU,Reporter 7,13,IT,0,15554.592346997646,Critical,CANADA,2023-08-23 23:09:00,7.607916797297312,file_access,Red
High-Volume Distributed Denial-of-Service Attack,18.793264371209837,Schedule Investigation,Medium,KEY-0236,6.6000000000000005,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,Open,419,10,2026-01-28 22:27:57.042371,5669.941012653567,Assignee 3,0.8682883539330639,User_48,2023-08-24 21:03:00,16,KRI,ISSUE-0236,DDOS,EU,Reporter 9,10,Operations,0,6018.685924280724,High,IN,2023-08-24 07:05:00,6.496819636024462,file_access,Yellow-Orange
Supplier Security Compliance Gaps,31.89951111340614,Schedule Investigation,Medium,KEY-0237,5.75,Steps to resolve Supplier Security Compliance Gaps,1,High,Closed,977,6,2023-09-06 11:13:00.000000,7940.014447167255,Assignee 6,9.65375501658387,User_50,2023-08-25 18:52:00,12,KPI,ISSUE-0237,Procurement Security,EU,Reporter 3,12,HR,0,19232.482809995396,High,JP,2023-08-25 11:13:00,10.080899516966625,file_access,Yellow-Orange
Unauthorized Access Leading to Data Exposure,38.3678963220117,Schedule Investigation,Medium,KEY-0238,6.5,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,Closed,88,10,2023-09-03 06:59:00.000000,3826.14741923731,Assignee 20,0.22917032375426022,User_74,2023-08-26 21:22:00,8,KRI,ISSUE-0238,Data Breach,CANADA,Reporter 1,1,External Contractors,0,31814.17141758079,High,JP,2023-08-26 06:59:00,7.413858999623389,login,Yellow-Orange
Insufficient Coverage in Annual Risk Assessment,22.83047345536758,Increase Monitoring & Investigate,Medium,KEY-0239,6.6,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Critical,Closed,290,10,2023-08-30 12:04:00.000000,5774.6380925880185,Assignee 2,9.854203222334432,User_85,2023-08-28 06:30:00,3,KPI,ISSUE-0239,Risk Assessment Coverage,USA,Reporter 6,11,Sales,0,25737.94743301089,Critical,CANADA,2023-08-27 12:04:00,2.36504205101968,file_access,Orange
Inconsistent Review of Security Policies,40.3722352127455,Log for Reference,Low,KEY-0240,3.05,Steps to resolve Inconsistent Review of Security Policies,1,Low,In Progress,2009,2,2026-03-20 22:27:57.042371,14963.062893469556,Assignee 6,0.8112084971742634,User_62,2023-08-28 17:07:00,12,KPI,ISSUE-0240,Management Oversight,FR,Reporter 9,5,C-Suite Executives,0,6584.322931612852,Medium,AU,2023-08-28 16:59:00,2.1334568872649884,file_access,Green-Yellow
Access by Unauthorized Personnel Detected,37.427758187120475,Log Activity for Reference,Medium,KEY-0241,4.8,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,Resolved,127,10,2023-09-03 20:18:00.000000,4677.166797268216,Assignee 6,0.1531196204054431,User_20,2023-08-30 07:41:00,5,KRI,ISSUE-0241,Unauthorized Access,DE,Reporter 10,1,Operations,0,6080.3778445384105,Low,JP,2023-08-29 20:18:00,6.338171351661923,login,Light Yellow
Incomplete Risk Management Framework,43.16084743242267,Routine Monitoring,Medium,KEY-0242,5.8999999999999995,Steps to resolve Incomplete Risk Management Framework,1,Critical,Resolved,808,10,2023-09-12 17:19:00.000000,9410.134982420623,Assignee 14,0.5840723866588938,User_83,2023-08-30 20:59:00,13,KPI,ISSUE-0242,Risk Management Maturity,USA,Reporter 7,1,IT,0,4578.767128825646,Medium,EU,2023-08-30 17:19:00,8.474113609424528,login,Yellow
Incomplete Risk Management Framework,31.177277825301594,Schedule Investigation,Medium,KEY-0243,6.449999999999999,Steps to resolve Incomplete Risk Management Framework,1,Critical,Open,656,9,2025-11-13 22:27:57.042371,7560.43348204979,Assignee 17,8.930043875096102,User_4,2023-09-01 09:46:00,7,KPI,ISSUE-0243,Risk Management Maturity,EU,Reporter 4,16,Sales,0,21855.402721589824,High,CANADA,2023-08-31 11:29:00,6.751360730409838,data_modification,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,39.68692439098185,Schedule Investigation,Medium,KEY-0244,6.2,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Critical,Resolved,42,10,2023-09-06 05:22:00.000000,4111.0356976863795,Assignee 6,0.21869480217858212,User_53,2023-09-01 17:47:00,5,KRI,ISSUE-0244,Risk Exposure,IN,Reporter 5,1,Sales,0,17965.5818559447,High,IN,2023-09-01 05:22:00,3.2891755863871386,login,Yellow-Orange
Delayed Patching of Known Vulnerabilities,23.72139731776715,Escalate to SOC & Restrict Critical System Access,High,KEY-0245,7.25,Steps to resolve Delayed Patching of Known Vulnerabilities,1,Critical,Closed,805,10,2023-09-17 22:43:00.000000,7700.398564225514,Assignee 12,1.2037709287726774,User_29,2023-09-03 20:53:00,15,KPI,ISSUE-0245,Vulnerability Remediation,DE,Reporter 9,12,IT,0,11290.363840592232,Critical,EU,2023-09-02 22:43:00,3.403988015879001,data_modification,Red
Supplier Security Compliance Gaps,34.45256426578093,Routine Monitoring,Medium,KEY-0246,5.75,Steps to resolve Supplier Security Compliance Gaps,1,Critical,In Progress,102,10,2025-10-30 22:27:57.042371,4669.156811385372,Assignee 14,0.1,User_47,2023-09-04 18:14:00,8,KPI,ISSUE-0246,Procurement Security,EU,Reporter 9,1,Legal,0,8676.341135779478,Medium,Unknown,2023-09-03 18:19:00,8.218310602650641,login,Yellow
Inconsistent Review of Security Policies,32.31300160248818,Log for Reference,Low,KEY-0247,3.25,Steps to resolve Inconsistent Review of Security Policies,1,Low,Closed,186,3,2023-09-12 21:01:00.000000,5461.902465992273,Assignee 14,6.181314034599169,User_92,2023-09-05 02:56:00,8,KPI,ISSUE-0247,Management Oversight,UK,Reporter 2,7,IT,0,4830.415535263332,Medium,DE,2023-09-04 21:01:00,6.362026585532792,file_access,Green-Yellow
Incomplete Risk Management Framework,42.695240184520586,No Action Needed,Low,KEY-0248,2.05,Steps to resolve Incomplete Risk Management Framework,1,Low,In Progress,10,2,2025-12-23 22:27:57.042371,6142.674995133204,Assignee 20,0.8399595496417469,User_64,2023-09-06 05:55:00,4,KPI,ISSUE-0248,Risk Management Maturity,AU,Reporter 7,1,Legal,0,5330.7839895095385,Low,USA,2023-09-05 12:41:00,3.053715083093594,login,Green
Outdated Operating System Components,31.217062085167687,Schedule Investigation,Medium,KEY-0249,6.3,Steps to resolve Outdated Operating System Components,1,Critical,In Progress,186,10,2026-02-07 22:27:57.042371,4534.162778467171,Assignee 19,0.1,User_2,2023-09-07 09:26:00,22,KPI,ISSUE-0249,System Vulnerability,CN,Reporter 4,1,HR,0,15104.08171437168,High,USA,2023-09-06 18:39:00,2.8303398593004996,login,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,26.25927599549784,Routine Monitoring,Medium,KEY-0250,4.65,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,High,Closed,460,7,2023-09-14 19:56:00.000000,5751.1104079635925,Assignee 18,1.641933128594118,User_19,2023-09-08 19:31:00,7,KRI,ISSUE-0250,Risk Exposure,IN,Reporter 3,1,Operations,0,6194.605899867423,Medium,UK,2023-09-07 19:56:00,6.629344330255511,login,Yellow
Unauthorized Access Leading to Data Exposure,17.80174082989776,Routine Monitoring,Medium,KEY-0251,6.1,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,Open,623,10,2025-12-02 22:27:57.042371,6381.596506594931,Assignee 5,2.1720273972102118,User_74,2023-09-08 20:34:00,12,KRI,ISSUE-0251,Data Breach,UK,Reporter 7,13,HR,0,32550.449324139205,Medium,UK,2023-09-08 02:03:00,6.827414369369784,file_access,Yellow
Access by Unauthorized Personnel Detected,42.36221856475974,Schedule Investigation,Medium,KEY-0252,6.45,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,Closed,67,10,2023-09-16 04:56:00.000000,6466.853015283353,Assignee 16,3.549652815882672,User_50,2023-09-10 18:55:00,6,KRI,ISSUE-0252,Unauthorized Access,UK,Reporter 8,8,Sales,0,42029.107355680164,High,Unknown,2023-09-10 04:56:00,3.4041140411794615,file_access,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,27.94312479851053,Log Activity for Reference,Medium,KEY-0253,4.1,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,High,Open,2015,6,2026-02-06 22:27:57.042371,14353.548484178456,Assignee 12,3.9621353368838994,User_12,2023-09-11 16:44:00,5,KRI,ISSUE-0253,Risk Exposure,CANADA,Reporter 10,9,Sales,0,3507.584325547613,Low,FR,2023-09-10 21:06:00,12.56594180982777,data_modification,Light Yellow
Missing or Inaccurate Asset Records,37.08769816646206,Schedule Investigation,Medium,KEY-0254,6.2,Steps to resolve Missing or Inaccurate Asset Records,1,Critical,Closed,63,10,2023-09-18 21:26:00.000000,4831.886252000801,Assignee 1,0.37320963205759616,User_98,2023-09-12 17:35:00,7,KPI,ISSUE-0254,Asset Inventory Accuracy,IN,Reporter 7,1,Operations,0,7916.02185968014,High,CANADA,2023-09-11 21:26:00,3.1039714015515005,login,Yellow-Orange
Detected Malware Infiltration in Internal Systems,37.042155258156455,Schedule Investigation,Medium,KEY-0255,6.4,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,450,10,2025-11-30 22:27:57.042371,4535.164099859921,Assignee 6,12.704038670912853,User_53,2023-09-12 14:17:00,11,KRI,ISSUE-0255,Malware,EU,Reporter 5,9,Operations,0,12636.530289962364,High,CANADA,2023-09-12 05:51:00,1.8537083513642292,data_modification,Yellow-Orange
Inconsistent Review of Security Policies,24.77816747985909,Increase Monitoring & Investigate,Medium,KEY-0256,6.8,Steps to resolve Inconsistent Review of Security Policies,1,Critical,Closed,10,10,2023-09-18 12:10:00.000000,3575.238530249824,Assignee 17,0.2398589339693904,User_26,2023-09-14 04:56:00,5,KPI,ISSUE-0256,Management Oversight,Unknown,Reporter 8,1,Sales,0,30254.61871451805,Critical,USA,2023-09-13 12:10:00,8.617067505857454,login,Orange
Missing or Inaccurate Asset Records,28.45635186371045,Escalate to SOC & Restrict Critical System Access,High,KEY-0257,7.1499999999999995,Steps to resolve Missing or Inaccurate Asset Records,1,Critical,Open,385,10,2025-12-16 22:27:57.042371,6545.378082782582,Assignee 15,20.943693166728327,User_41,2023-09-15 10:22:00,32,KPI,ISSUE-0257,Asset Inventory Accuracy,DE,Reporter 6,14,Legal,0,11280.947987964311,Critical,AU,2023-09-14 18:57:00,2.6586064788683457,file_access,Red
Successful Phishing Attempt Targeting Executives,33.90299619739466,No Action Needed,Low,KEY-0258,3.3,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Medium,In Progress,1029,5,2026-03-18 22:27:57.042371,9542.128522564855,Assignee 19,0.1,User_42,2023-09-16 08:00:00,11,KRI,ISSUE-0258,Phishing Attack,IN,Reporter 8,5,External Contractors,0,100.0,Low,IN,2023-09-15 15:22:00,3.5267006618418435,file_access,Green
Supplier Security Compliance Gaps,20.32365740972617,Schedule Investigation,Medium,KEY-0259,6.8,Steps to resolve Supplier Security Compliance Gaps,1,Critical,Open,1335,10,2026-03-02 22:27:57.042371,10943.050981389268,Assignee 18,2.5824553434285864,User_94,2023-09-17 01:04:00,28,KPI,ISSUE-0259,Procurement Security,UK,Reporter 8,4,HR,0,17971.165337421437,High,CANADA,2023-09-16 06:43:00,6.0314528884678005,data_modification,Yellow-Orange
Incomplete Risk Management Framework,16.93300065646026,Routine Monitoring,Medium,KEY-0260,4.199999999999999,Steps to resolve Incomplete Risk Management Framework,1,Medium,Resolved,1247,4,2023-09-25 00:35:00.000000,12230.367733741183,Assignee 13,35.29799999886047,User_57,2023-09-17 04:23:00,8,KPI,ISSUE-0260,Risk Management Maturity,UK,Reporter 6,12,Legal,0,5400.109345964,Medium,FR,2023-09-17 00:35:00,3.8243940237439946,data_modification,Yellow
Successful Phishing Attempt Targeting Executives,34.12736935343406,No Action Needed,Low,KEY-0261,2.2,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Low,Resolved,370,3,2023-09-22 06:48:00.000000,4995.566714856921,Assignee 17,0.2204205944267599,User_28,2023-09-18 21:48:00,4,KRI,ISSUE-0261,Phishing Attack,FR,Reporter 8,1,External Contractors,0,4878.2444973918755,Low,FR,2023-09-18 06:48:00,9.755785299405003,login,Green
Weak Authentication Protocols,38.77357998841005,Schedule Investigation,Medium,KEY-0262,6.2,Steps to resolve Weak Authentication Protocols,1,Critical,Resolved,50,10,2023-09-23 05:06:00.000000,5197.148821435372,Assignee 15,1.2959646533647502,User_76,2023-09-20 02:26:00,4,KPI,ISSUE-0262,Access Control,CN,Reporter 5,1,Legal,0,7372.083315753879,High,CN,2023-09-19 05:06:00,4.046766328847463,login,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,33.19748106056792,Increase Monitoring & Investigate,Medium,KEY-0263,6.8,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Critical,Open,105,10,2026-01-20 22:27:57.042371,4231.455276048265,Assignee 6,0.1,User_30,2023-09-21 00:18:00,30,KRI,ISSUE-0263,Risk Exposure,USA,Reporter 8,1,External Contractors,0,18294.285837720974,Critical,DE,2023-09-20 23:33:00,2.7981872701016823,login,Orange
Detected Malware Infiltration in Internal Systems,33.94044696432896,Schedule Investigation,Medium,KEY-0264,6.3,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,Closed,213,10,2023-09-26 12:14:00.000000,5055.839624356067,Assignee 7,1.1776128025753765,User_70,2023-09-22 00:49:00,5,KRI,ISSUE-0264,Malware,EU,Reporter 9,2,Finance,0,35736.8509063214,High,DE,2023-09-21 12:14:00,7.9549615917176,login,Yellow-Orange
Outdated Operating System Components,34.79793007930226,No Action Needed,Low,KEY-0265,2.0500000000000003,Steps to resolve Outdated Operating System Components,1,Low,In Progress,521,1,2026-03-08 22:27:57.042371,6458.02482590713,Assignee 1,6.589196690977366,User_77,2023-09-22 12:07:00,14,KPI,ISSUE-0265,System Vulnerability,USA,Reporter 1,6,C-Suite Executives,0,6533.251940224626,Low,DE,2023-09-22 06:58:00,1.9420249775558351,file_access,Green
Weak Authentication Protocols,24.970391889805803,Schedule Investigation,Medium,KEY-0266,5.749999999999999,Steps to resolve Weak Authentication Protocols,1,High,Resolved,204,8,2023-09-30 03:13:00.000000,6218.9124760405375,Assignee 1,1.3252568692277393,User_35,2023-09-23 10:09:00,7,KPI,ISSUE-0266,Access Control,FR,Reporter 2,1,IT,0,6318.719109111233,High,FR,2023-09-23 03:13:00,12.714121689308422,login,Yellow-Orange
Weak Authentication Protocols,19.35186872110467,Schedule Investigation,Medium,KEY-0267,6.5,Steps to resolve Weak Authentication Protocols,1,Critical,Open,277,10,2026-01-02 22:27:57.042371,5009.445151455705,Assignee 15,0.3698905563061813,User_25,2023-09-25 00:48:00,22,KPI,ISSUE-0267,Access Control,UK,Reporter 8,1,Sales,0,19115.994297889967,High,UK,2023-09-24 22:21:00,5.4984083539047415,login,Yellow-Orange
Inconsistent Review of Security Policies,26.662109843730462,Schedule Investigation | Limit Data Transfer,Medium,KEY-0268,6.95,Steps to resolve Inconsistent Review of Security Policies,1,Critical,Resolved,928,10,2023-10-15 20:23:00.000000,9338.414544686413,Assignee 11,147.7488812474494,User_74,2023-09-26 12:32:00,20,KPI,ISSUE-0268,Management Oversight,UK,Reporter 9,8,Legal,0,4867.899252851878,High,EU,2023-09-25 20:23:00,6.861722681993642,data_modification,Yellow-Orange
Inconsistent Review of Security Policies,30.084031480191165,No Action Needed,Low,KEY-0269,3.1999999999999997,Steps to resolve Inconsistent Review of Security Policies,1,Medium,In Progress,789,5,2025-10-27 22:27:57.042371,9697.768255256015,Assignee 18,0.20131313576430548,User_4,2023-09-27 08:15:00,4,KPI,ISSUE-0269,Management Oversight,FR,Reporter 7,1,C-Suite Executives,0,6147.629065861635,Low,IN,2023-09-26 12:51:00,6.788691596328277,login,Green
Successful Phishing Attempt Targeting Executives,32.312782986127246,Schedule Investigation,Medium,KEY-0270,4.55,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Medium,Closed,233,4,2023-10-09 16:15:00.000000,3559.2286471365046,Assignee 9,0.26154340517836455,User_51,2023-09-28 03:43:00,12,KRI,ISSUE-0270,Phishing Attack,AU,Reporter 3,1,Finance,0,19135.844837662542,High,AU,2023-09-27 16:15:00,6.3530898444555906,login,Yellow-Orange
Insufficient Access Control Measures,40.515074636369974,No Action Needed | Limit Data Transfer,Low,KEY-0271,2.7,Steps to resolve Insufficient Access Control Measures,1,Low,Resolved,5119,2,2023-10-05 04:50:00.000000,29457.854853376517,Assignee 12,158.89819723597054,User_70,2023-09-28 16:08:00,7,KPI,ISSUE-0271,Control Effectiveness,Unknown,Reporter 7,12,Finance,0,3544.7797943780374,Low,JP,2023-09-28 04:50:00,8.9549615917176,data_modification,Green
