Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0464,KEY-0464,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Open,Reporter 1,Assignee 10,2023-04-27,2025-09-19 22:15:24.985808,876,46.29,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,500171.0,KRI,User_97,2023-04-27 20:32:00,login,Unknown,Unknown,2265,26,10,2426.0,73.29875423493523,7945,14.458,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0465,KEY-0465,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,In Progress,Reporter 7,Assignee 11,2023-06-05,2025-09-19 22:15:24.985808,837,18.82,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,777807.5,KRI,User_21,2023-06-05 14:33:00,data_modification,CANADA,CANADA,900,33,12,1740.0,33.715900468880044,5757,7.164000000000001,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0466,KEY-0466,Inadequate Firewall Configurations,1,Network Security,Low,Resolved,Reporter 4,Assignee 17,2023-10-06,2023-10-11 00:00:00.000000,5,38.22,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,1774032.5,KPI,User_33,2023-10-06 02:32:00,login,IN,IN,900,26,12,977.5,48.86289486690875,5475,10.844,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0467,KEY-0467,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 5,Assignee 8,2025-01-07,2025-01-16 00:00:00.000000,9,32.46,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,1842122.0,KPI,User_55,2025-01-07 05:34:00,login,CANADA,CANADA,900,28,17,2021.0,49.07042168669173,3411,11.392,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0468,KEY-0468,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,In Progress,Reporter 9,Assignee 19,2023-03-09,2025-09-19 22:15:24.985808,925,30.53,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1882495.0,KRI,User_24,2023-03-09 02:20:00,login,EU,JP,1926,26,18,7262.5,73.20425843370104,6094,9.806000000000001,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0469,KEY-0469,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Resolved,Reporter 1,Assignee 18,2024-01-25,2024-01-27 00:00:00.000000,2,78.95,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,546045.0,KRI,User_22,2024-01-25 20:33:00,login,UK,UK,2011,26,15,2477.5,27.867668412271872,6822,18.94,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0470,KEY-0470,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Resolved,Reporter 8,Assignee 2,2024-03-08,2024-03-12 00:00:00.000000,4,100.23,Critical,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,579011.0,KRI,User_34,2024-03-08 08:12:00,login,UK,UK,900,39,6,611.0,68.14039218152773,7218,25.046000000000006,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0471,KEY-0471,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 6,Assignee 20,2025-04-12,2025-09-19 22:15:24.985808,160,24.02,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,1055288.0,KRI,User_99,2025-04-12 02:39:00,data_modification,AU,AU,2127,26,3,7304.0,41.4082870526741,5994,10.004,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red
ISSUE-0472,KEY-0472,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Open,Reporter 10,Assignee 8,2025-05-14,2025-09-19 22:15:24.985808,128,36.28,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,212924.0,KPI,User_53,2025-05-14 06:38:00,login,AU,AU,1179,28,17,707.0,33.04277815622329,6277,12.806,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0473,KEY-0473,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Closed,Reporter 10,Assignee 20,2024-10-27,2024-10-29 00:00:00.000000,2,18.14,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,1266839.0,KPI,User_13,2024-10-27 03:45:00,file_access,IN,IN,1937,26,10,3365.0,60.829380710588865,3192,8.777999999999999,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0474,KEY-0474,Inconsistent Review of Security Policies,1,Management Oversight,Medium,In Progress,Reporter 2,Assignee 5,2025-02-07,2025-09-19 22:15:24.985808,224,44.22,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,2032892.5,KPI,User_41,2025-02-07 15:56:00,data_modification,FR,FR,900,26,21,3010.0,20.841489100160366,5537,12.993999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0475,KEY-0475,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Resolved,Reporter 4,Assignee 3,2025-01-13,2025-01-16 00:00:00.000000,3,71.87,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,503027.0,KRI,User_2,2025-01-13 05:33:00,login,EU,EU,900,26,17,11159.0,56.55596889383037,4578,18.874000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0476,KEY-0476,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Resolved,Reporter 3,Assignee 14,2023-08-05,2023-08-11 00:00:00.000000,6,89.41,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,839535.0,KRI,User_63,2023-08-05 06:52:00,login,EU,EU,997,30,9,715.0,21.935423134747808,7336,21.232000000000003,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0477,KEY-0477,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Open,Reporter 1,Assignee 3,2023-01-30,2025-09-19 22:15:24.985808,963,69.56,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1598396.0,KPI,User_53,2023-01-30 22:13:00,login,CANADA,CANADA,900,26,10,4412.0,42.35978467972631,4340,18.811999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0478,KEY-0478,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 7,Assignee 1,2024-07-16,2025-09-19 22:15:24.985808,430,86.77,Critical,Finance,Steps to resolve Inadequate Firewall Configurations,1910792.0,KPI,User_99,2024-07-16 14:55:00,login,EU,EU,1220,26,10,4127.0,59.055529098503754,4880,22.753999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0479,KEY-0479,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 2,Assignee 7,2024-04-01,2024-04-08 00:00:00.000000,7,44.08,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,334962.5,KRI,User_49,2024-04-01 00:50:00,login,EU,EU,900,26,15,1517.5,66.75474054683268,6167,12.316,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0480,KEY-0480,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 3,Assignee 2,2024-03-14,2025-09-19 22:15:24.985808,554,64.7,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,1243280.0,KRI,User_7,2024-03-14 18:11:00,login,EU,FR,1789,26,21,5810.0,45.37293803392406,5008,16.34,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0481,KEY-0481,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 6,Assignee 6,2023-04-13,2023-04-18 00:00:00.000000,5,39.55,Critical,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,246887.5,KPI,User_84,2023-04-13 20:07:00,data_modification,JP,JP,1336,26,15,1355.0,53.61460095260281,5143,11.86,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0482,KEY-0482,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,In Progress,Reporter 3,Assignee 7,2025-07-01,2025-09-19 22:15:24.985808,80,34.62,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,247442.5,KPI,User_67,2025-07-01 06:06:00,data_modification,Unknown,EU,900,26,12,1407.5,50.120093538019475,6578,11.223999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0483,KEY-0483,Weak Authentication Protocols,1,Access Control,Critical,Resolved,Reporter 3,Assignee 3,2023-09-16,2023-09-26 00:00:00.000000,10,70.39,Critical,Sales,Steps to resolve Weak Authentication Protocols,544823.0,KPI,User_95,2023-09-16 19:46:00,file_access,IN,IN,1342,26,6,5309.0,39.486490647654804,4071,19.478,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0484,KEY-0484,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 10,Assignee 19,2025-05-31,2025-09-19 22:15:24.985808,111,59.41,Critical,Sales,Steps to resolve Insufficient Access Control Measures,920861.0,KPI,User_65,2025-05-31 10:23:00,login,IN,IN,1692,28,17,3887.0,69.0007170687316,4089,17.432,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0485,KEY-0485,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Resolved,Reporter 3,Assignee 15,2023-08-30,2023-09-03 00:00:00.000000,4,12.76,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1087934.0,KRI,User_45,2023-08-30 08:11:00,file_access,Unknown,Unknown,1444,26,13,8429.0,46.587048806103034,4673,7.752,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0486,KEY-0486,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Closed,Reporter 2,Assignee 2,2025-05-20,2025-05-30 00:00:00.000000,10,58.67,Critical,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1641917.5,KRI,User_68,2025-05-20 06:07:00,file_access,CN,CN,1837,26,15,1340.0,53.37705584438471,5468,15.884,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0487,KEY-0487,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 5,Assignee 12,2023-03-02,2025-09-19 22:15:24.985808,932,50.28,Critical,Finance,Steps to resolve Outdated Operating System Components,1144985.0,KPI,User_25,2023-03-02 15:33:00,data_modification,CANADA,CANADA,900,26,9,3597.5,30.314199990846546,6002,14.356,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0488,KEY-0488,Weak Authentication Protocols,1,Access Control,Critical,Closed,Reporter 2,Assignee 13,2024-02-08,2024-02-15 00:00:00.000000,7,131.85,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,2155973.0,KPI,User_5,2024-02-08 19:12:00,data_modification,IN,IN,1649,26,13,3434.0,58.508379932331714,5610,31.57,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0489,KEY-0489,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,In Progress,Reporter 2,Assignee 16,2025-05-03,2025-09-19 22:15:24.985808,139,26.53,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,1307957.5,KRI,User_11,2025-05-03 10:39:00,data_modification,CANADA,CANADA,1547,26,12,635.0,44.71515059960253,4813,8.706,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0490,KEY-0490,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 4,Assignee 3,2023-09-10,2023-09-16 00:00:00.000000,6,78.87,Critical,Operations,Steps to resolve Insufficient Access Control Measures,1420672.5,KPI,User_39,2023-09-10 07:53:00,login,FR,FR,981,30,3,3967.5,74.66214439110865,6717,19.074000000000005,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange
ISSUE-0491,KEY-0491,Supplier Security Compliance Gaps,1,Procurement Security,Low,Open,Reporter 7,Assignee 6,2024-07-23,2025-09-19 22:15:24.985808,423,65.95,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,665817.5,KPI,User_35,2024-07-23 11:27:00,data_modification,EU,EU,1314,26,24,1685.0,34.3744366323279,3580,16.59,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0492,KEY-0492,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 4,Assignee 4,2024-07-16,2025-09-19 22:15:24.985808,430,2.0,Low,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1017162.5,KPI,User_21,2024-07-16 18:29:00,data_modification,CANADA,CANADA,1220,26,12,5107.5,58.18876191633798,3768,3.3500000000000005,Low,Log for Reference | Limit Data Transfer,Green-Yellow
ISSUE-0493,KEY-0493,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,In Progress,Reporter 8,Assignee 10,2023-12-02,2025-09-19 22:15:24.985808,657,41.4,Critical,Finance,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,510187.5,KRI,User_44,2023-12-02 19:20:00,login,EU,EU,900,26,12,6342.5,25.785088816840897,4208,11.679999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0494,KEY-0494,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Resolved,Reporter 1,Assignee 5,2023-07-19,2023-07-21 00:00:00.000000,2,89.26,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,1805732.0,KRI,User_78,2023-07-19 00:10:00,file_access,DE,DE,2033,28,10,2870.0,76.81037358429971,5477,22.502000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0495,KEY-0495,Insufficient Access Control Measures,1,Control Effectiveness,High,Closed,Reporter 9,Assignee 14,2024-05-02,2024-05-09 00:00:00.000000,7,39.06,Critical,HR,Steps to resolve Insufficient Access Control Measures,2618867.0,KPI,User_9,2024-05-02 13:27:00,login,Unknown,CN,2487,26,6,5420.0,48.343416805667296,3642,12.512,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0496,KEY-0496,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Closed,Reporter 3,Assignee 14,2024-06-13,2024-06-15 00:00:00.000000,2,57.92,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,2717549.0,KRI,User_21,2024-06-13 09:55:00,login,AU,AU,1274,26,17,1313.0,65.67849183353925,7031,16.884000000000004,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0497,KEY-0497,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 7,Assignee 9,2025-08-10,2025-08-11 00:00:00.000000,1,2.0,Low,Finance,Steps to resolve Missing or Inaccurate Asset Records,1907636.0,KPI,User_21,2025-08-10 08:20:00,file_access,IN,IN,900,26,17,8237.0,66.3878376561348,7982,4.0,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0498,KEY-0498,Weak Authentication Protocols,1,Access Control,Low,Closed,Reporter 1,Assignee 17,2024-08-08,2024-08-14 00:00:00.000000,6,34.73,Critical,Sales,Steps to resolve Weak Authentication Protocols,670767.5,KPI,User_9,2024-08-08 07:46:00,data_modification,AU,AU,926,26,12,1077.5,43.41199171737351,5460,10.145999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0499,KEY-0499,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Resolved,Reporter 3,Assignee 14,2023-07-02,2023-07-08 00:00:00.000000,6,36.61,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1739222.0,KPI,User_64,2023-07-02 13:38:00,login,CN,CN,900,31,21,2015.0,26.9143712349603,3700,12.021999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0500,KEY-0500,Inadequate Firewall Configurations,1,Network Security,Medium,Closed,Reporter 5,Assignee 16,2024-01-10,2024-01-11 00:00:00.000000,1,23.44,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,2309760.0,KPI,User_88,2024-01-10 00:05:00,login,EU,CANADA,900,30,18,5942.5,35.80647420909196,5561,8.437999999999999,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0501,KEY-0501,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Open,Reporter 5,Assignee 18,2023-09-09,2025-09-19 22:15:24.985808,741,2.0,Low,Sales,Steps to resolve Inconsistent Review of Security Policies,820515.0,KPI,User_77,2023-09-09 00:53:00,login,CANADA,CANADA,1407,26,18,1082.5,38.81791630880457,3039,3.3500000000000005,Low,Log for Reference | Limit Data Transfer,Green-Yellow
ISSUE-0502,KEY-0502,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Open,Reporter 2,Assignee 12,2023-07-25,2025-09-19 22:15:24.985808,787,61.96,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,580796.0,KPI,User_5,2023-07-25 21:00:00,data_modification,USA,USA,1343,26,10,11756.0,78.0458210534861,5070,17.942000000000004,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0503,KEY-0503,Outdated Operating System Components,1,System Vulnerability,High,Open,Reporter 8,Assignee 6,2023-06-28,2025-09-19 22:15:24.985808,814,39.24,Critical,IT,Steps to resolve Outdated Operating System Components,2545334.0,KPI,User_76,2023-06-28 17:25:00,file_access,UK,DE,900,26,24,866.0,49.901865235852625,7520,12.898,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0504,KEY-0504,Outdated Operating System Components,1,System Vulnerability,High,Resolved,Reporter 10,Assignee 9,2023-08-04,2023-08-09 00:00:00.000000,5,92.85,Critical,Legal,Steps to resolve Outdated Operating System Components,2415587.0,KPI,User_88,2023-08-04 18:04:00,file_access,CN,CN,900,26,17,4382.0,70.44741779682612,7770,23.570000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
