Issue ID,Issue Key,Issue Name,Category,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Age Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Severity,Num Files Accessed,Login Attempts,Session Duration in Second,Data Transfer MB
ISSUE-0264,KEY-0264,Unanticipated Increase in Risk Exposure,Risk Exposure,Resolved,Reporter 10,Assignee 12,2023-06-30,2023-07-08 00:00:00.000000,8,63.28,Critical,Legal,Steps to resolve Unanticipated Increase in Risk Exposure,2730385.0,KRI,User_3,2023-06-30 03:35:00,login,['FR'],DE,High,26,21,900,3782.0
ISSUE-0265,KEY-0265,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Resolved,Reporter 10,Assignee 7,2023-10-23,2023-11-02 00:00:00.000000,10,15.0,Critical,HR,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,1501830.0,KPI,User_66,2023-10-23 05:08:00,data_modification,['AU'],USA,High,26,10,995,2579.0
ISSUE-0266,KEY-0266,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,In Progress,Reporter 6,Assignee 14,2024-07-16,2024-11-07 19:53:43.863851,114,116.12,Critical,Sales,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,5491300.0,KPI,User_82,2024-07-16 03:53:00,login,['Unknown'],CN,High,26,6,900,1814.0
ISSUE-0267,KEY-0267,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 7,Assignee 15,2024-04-11,2024-04-17 00:00:00.000000,6,124.7,Critical,IT,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1672115.0,KRI,User_60,2024-04-11 09:58:00,file_access,['CANADA'],JP,Critical,26,13,1807,7187.0
ISSUE-0268,KEY-0268,Lack of Updated Risk Management Procedures,Risk Management Maturity,Resolved,Reporter 8,Assignee 12,2023-04-30,2023-05-10 00:00:00.000000,10,95.76,Critical,Legal,Steps to resolve Lack of Updated Risk Management Procedures,1154455.0,KPI,User_42,2023-04-30 03:02:00,file_access,['DE'],IN,Medium,27,9,900,810.0
ISSUE-0269,KEY-0269,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 5,Assignee 15,2023-05-29,2024-11-07 19:53:43.863851,528,11.5,Critical,Operations,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,664450.0,KRI,User_94,2023-05-29 11:41:00,data_modification,['FR'],JP,Low,26,6,1057,18350.0
ISSUE-0270,KEY-0270,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Closed,Reporter 4,Assignee 4,2024-03-12,2024-03-18 00:00:00.000000,6,151.36,Critical,Sales,Steps to resolve Weak Access Controls on Critical Cloud Resources,3513718.0,KRI,User_76,2024-03-12 23:49:00,data_modification,['Unknown'],['Unknown'],Critical,26,10,900,884.0
ISSUE-0271,KEY-0271,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Open,Reporter 1,Assignee 5,2023-05-11,2024-11-07 19:53:43.863851,546,75.2,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,3628970.0,KPI,User_40,2023-05-11 01:05:00,file_access,['UK'],CANADA,Medium,26,18,900,1895.0
ISSUE-0272,KEY-0272,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 10,Assignee 11,2023-07-15,2024-11-07 19:53:43.863851,481,147.26,Critical,Legal,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,2533330.0,KRI,User_54,2023-07-15 02:30:00,data_modification,['UK'],DE,Medium,26,9,1436,822.5
ISSUE-0273,KEY-0273,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Open,Reporter 5,Assignee 11,2023-11-09,2024-11-07 19:53:43.863851,364,56.44,Critical,HR,Steps to resolve Delayed Patching of Critical Vulnerabilities,2287700.0,KPI,User_95,2023-11-09 07:26:00,login,['IN'],AU,Low,26,12,900,3177.5
ISSUE-0274,KEY-0274,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 5,Assignee 20,2023-07-06,2023-07-14 00:00:00.000000,8,138.8,Critical,Legal,Steps to resolve Supplier Network Breach Exposure,4111325.0,KPI,User_59,2023-07-06 12:47:00,file_access,['Unknown'],CANADA,Medium,33,9,1809,1500.0
ISSUE-0275,KEY-0275,Unusual Data Transfer Volumes Detected,Data Breach,In Progress,Reporter 6,Assignee 8,2023-08-05,2024-11-07 19:53:43.863851,460,87.79,Critical,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,3004655.0,KRI,User_49,2023-08-05 11:47:00,login,['USA'],CANADA,Critical,26,10,900,11318.0
ISSUE-0276,KEY-0276,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Open,Reporter 1,Assignee 20,2023-07-07,2024-11-07 19:53:43.863851,489,106.71,Critical,Sales,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1358655.0,KPI,User_27,2023-07-07 17:38:00,data_modification,['IN'],UK,Low,26,9,900,1055.0
ISSUE-0277,KEY-0277,Malware Detected in Core System Components,Malware,Closed,Reporter 5,Assignee 15,2024-02-13,2024-02-17 00:00:00.000000,4,146.06,Critical,IT,Steps to resolve Malware Detected in Core System Components,3893134.0,KRI,User_97,2024-02-13 05:29:00,file_access,['USA'],FR,Critical,26,17,900,2036.0
ISSUE-0278,KEY-0278,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Closed,Reporter 10,Assignee 14,2024-03-15,2024-03-20 00:00:00.000000,5,162.95,Critical,Operations,Steps to resolve Weak Access Controls on Critical Cloud Resources,2610598.0,KRI,User_7,2024-03-15 21:39:00,data_modification,['EU'],USA,High,26,17,1234,1544.0
ISSUE-0279,KEY-0279,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,In Progress,Reporter 7,Assignee 7,2023-12-20,2024-11-07 19:53:43.863851,323,96.2,Critical,IT,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,4176028.0,KRI,User_96,2023-12-20 12:45:00,data_modification,['CN'],Unknown,Critical,39,13,931,5801.0
ISSUE-0280,KEY-0280,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 5,Assignee 17,2023-09-16,2024-11-07 19:53:43.863851,418,190.11,Critical,HR,Steps to resolve Unassessed High-Risk Areas,3715105.0,KPI,User_94,2023-09-16 21:21:00,data_modification,['EU'],IN,Critical,39,17,1689,1163.0
ISSUE-0281,KEY-0281,Lack of Updated Risk Management Procedures,Risk Management Maturity,Closed,Reporter 2,Assignee 14,2024-06-02,2024-06-07 00:00:00.000000,5,110.33,Critical,Legal,Steps to resolve Lack of Updated Risk Management Procedures,942265.0,KPI,User_68,2024-06-02 09:27:00,login,['CANADA'],['CANADA'],Low,26,9,1038,4307.5
ISSUE-0282,KEY-0282,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,In Progress,Reporter 9,Assignee 8,2023-12-12,2024-11-07 19:53:43.863851,331,273.11,Critical,IT,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,3580775.0,KPI,User_6,2023-12-12 05:34:00,login,['FR'],FR,Low,26,12,900,797.5
ISSUE-0283,KEY-0283,Multiple Unauthorized Access Attempts Detected,Access Control,Resolved,Reporter 5,Assignee 14,2023-06-15,2023-06-23 00:00:00.000000,8,52.08,Critical,Operations,Steps to resolve Multiple Unauthorized Access Attempts Detected,3424515.0,KPI,User_77,2023-06-15 14:16:00,data_modification,['DE'],CN,Critical,28,13,900,3617.0
ISSUE-0284,KEY-0284,Unassessed High-Risk Areas,Risk Assessment Coverage,Closed,Reporter 1,Assignee 16,2024-09-30,2024-10-08 00:00:00.000000,8,44.02,Critical,Legal,Steps to resolve Unassessed High-Risk Areas,4152700.0,KPI,User_48,2024-09-30 12:31:00,file_access,['Unknown'],FR,Medium,26,18,1280,9367.5
ISSUE-0285,KEY-0285,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Closed,Reporter 10,Assignee 20,2024-06-25,2024-07-04 00:00:00.000000,9,87.87,Critical,Legal,Steps to resolve Critical Issues Not Detected in Last Penetration Test,2076425.0,KPI,User_27,2024-06-25 05:22:00,data_modification,['CANADA'],USA,High,26,6,1005,2195.0
ISSUE-0286,KEY-0286,Unusual Data Transfer Volumes Detected,Data Breach,Closed,Reporter 3,Assignee 4,2024-06-10,2024-06-17 00:00:00.000000,7,67.83,Critical,HR,Steps to resolve Unusual Data Transfer Volumes Detected,2067135.0,KRI,User_49,2024-06-10 16:14:00,file_access,['FR'],CANADA,Medium,26,12,900,1140.0
ISSUE-0287,KEY-0287,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Resolved,Reporter 1,Assignee 1,2024-01-01,2024-01-06 00:00:00.000000,5,95.97,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,4537620.0,KPI,User_10,2024-01-01 16:32:00,file_access,['UK'],USA,Critical,26,17,1750,1925.0
ISSUE-0288,KEY-0288,High Frequency of Policy Violations,Management Oversight,Open,Reporter 6,Assignee 2,2024-10-16,2024-11-07 19:53:43.863851,22,176.58,Critical,Sales,Steps to resolve High Frequency of Policy Violations,4219995.0,KPI,User_74,2024-10-16 09:25:00,data_modification,['FR'],CANADA,High,26,10,900,5663.0
ISSUE-0289,KEY-0289,Malware Detected in Core System Components,Malware,Open,Reporter 4,Assignee 10,2023-04-15,2024-11-07 19:53:43.863851,572,0.0,Low,IT,Steps to resolve Malware Detected in Core System Components,345430.0,KRI,User_6,2023-04-15 05:14:00,file_access,['USA'],DE,Critical,26,6,900,1466.0
ISSUE-0290,KEY-0290,Multiple Unauthorized Access Attempts Detected,Access Control,In Progress,Reporter 6,Assignee 20,2024-04-09,2024-11-07 19:53:43.863851,212,0.0,Low,Sales,Steps to resolve Multiple Unauthorized Access Attempts Detected,2876212.0,KPI,User_19,2024-04-09 09:23:00,login,['CANADA'],['CANADA'],Low,26,15,1722,8647.5
ISSUE-0291,KEY-0291,Targeted Phishing Campaign Against Executives,Phishing Attack,Closed,Reporter 10,Assignee 4,2023-05-24,2023-06-03 00:00:00.000000,10,123.13,Critical,HR,Steps to resolve Targeted Phishing Campaign Against Executives,1708200.0,KRI,User_89,2023-05-24 16:34:00,login,['FR'],FR,Critical,26,17,959,5480.0
ISSUE-0292,KEY-0292,Unanticipated Increase in Risk Exposure,Risk Exposure,Closed,Reporter 6,Assignee 19,2024-09-27,2024-09-30 00:00:00.000000,3,0.0,Low,HR,Steps to resolve Unanticipated Increase in Risk Exposure,583625.0,KRI,User_46,2024-09-27 22:55:00,file_access,['AU'],['AU'],Critical,26,6,2057,1226.0
ISSUE-0293,KEY-0293,Supplier Network Breach Exposure,Procurement Security,Resolved,Reporter 8,Assignee 7,2024-02-04,2024-02-13 00:00:00.000000,9,79.75,Critical,Sales,Steps to resolve Supplier Network Breach Exposure,1347155.0,KPI,User_16,2024-02-04 23:46:00,login,['FR'],DE,Medium,26,15,900,1975.0
ISSUE-0294,KEY-0294,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Closed,Reporter 3,Assignee 3,2023-04-03,2023-04-13 00:00:00.000000,10,47.02,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,4693575.0,KPI,User_99,2023-04-03 21:26:00,data_modification,['CANADA'],['CANADA'],Low,26,6,900,3640.0
ISSUE-0295,KEY-0295,Lack of Updated Risk Management Procedures,Risk Management Maturity,Open,Reporter 5,Assignee 6,2024-07-04,2024-11-07 19:53:43.863851,126,133.24,Critical,Legal,Steps to resolve Lack of Updated Risk Management Procedures,3496965.0,KPI,User_49,2024-07-04 12:54:00,file_access,['AU'],UK,Medium,26,9,900,1095.0
ISSUE-0296,KEY-0296,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Open,Reporter 5,Assignee 6,2023-04-28,2024-11-07 19:53:43.863851,559,215.39,Critical,Legal,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,4746915.0,KPI,User_2,2023-04-28 11:38:00,file_access,['JP'],['JP'],High,26,13,900,2450.0
ISSUE-0297,KEY-0297,Targeted Phishing Campaign Against Executives,Phishing Attack,In Progress,Reporter 8,Assignee 7,2023-11-18,2024-11-07 19:53:43.863851,355,36.35,Critical,Finance,Steps to resolve Targeted Phishing Campaign Against Executives,1749010.0,KRI,User_10,2023-11-18 15:32:00,data_modification,['FR'],FR,Medium,26,12,900,1797.5
ISSUE-0298,KEY-0298,Unassessed High-Risk Areas,Risk Assessment Coverage,Closed,Reporter 3,Assignee 13,2023-12-24,2023-12-27 00:00:00.000000,3,80.39,Critical,Finance,Steps to resolve Unassessed High-Risk Areas,2753380.0,KPI,User_15,2023-12-24 17:24:00,file_access,['CANADA'],Unknown,High,26,24,900,1754.0
ISSUE-0299,KEY-0299,Significant Number of Untracked Devices,Asset Inventory Accuracy,Closed,Reporter 7,Assignee 11,2023-04-29,2023-05-02 00:00:00.000000,3,68.5,Critical,Operations,Steps to resolve Significant Number of Untracked Devices,3280855.0,KPI,User_17,2023-04-29 20:28:00,login,['EU'],UK,Medium,27,12,900,632.5
ISSUE-0300,KEY-0300,Unusual Data Access from External Locations,Data Leak,In Progress,Reporter 4,Assignee 14,2024-01-17,2024-11-07 19:53:43.863851,295,93.29,Critical,IT,Steps to resolve Unusual Data Access from External Locations,842005.0,KRI,User_66,2024-01-17 11:32:00,login,['FR'],EU,High,26,6,1312,3395.0
ISSUE-0301,KEY-0301,Lack of Updated Risk Management Procedures,Risk Management Maturity,In Progress,Reporter 9,Assignee 9,2024-02-20,2024-11-07 19:53:43.863851,261,110.06,Critical,Operations,Steps to resolve Lack of Updated Risk Management Procedures,4990520.0,KPI,User_42,2024-02-20 20:22:00,login,['UK'],['UK'],Low,26,12,1889,3582.5
ISSUE-0302,KEY-0302,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 9,Assignee 18,2024-07-22,2024-07-25 00:00:00.000000,3,84.06,Critical,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,2519746.0,KRI,User_13,2024-07-22 01:55:00,data_modification,['IN'],JP,Critical,28,6,900,932.0
ISSUE-0303,KEY-0303,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,In Progress,Reporter 8,Assignee 10,2024-08-06,2024-11-07 19:53:43.863851,93,169.15,Critical,IT,Steps to resolve Critical Issues Not Detected in Last Penetration Test,3441290.0,KPI,User_11,2024-08-06 15:55:00,login,['EU'],DE,Low,26,9,1604,570.0
ISSUE-0304,KEY-0304,Unusual Data Transfer Volumes Detected,Data Breach,Resolved,Reporter 8,Assignee 16,2024-07-03,2024-07-12 00:00:00.000000,9,78.84,Critical,IT,Steps to resolve Unusual Data Transfer Volumes Detected,2009100.0,KRI,User_93,2024-07-03 22:34:00,data_modification,['AU'],Unknown,High,26,10,900,5426.0
ISSUE-0305,KEY-0305,Significant Number of Untracked Devices,Asset Inventory Accuracy,Open,Reporter 3,Assignee 20,2024-01-25,2024-11-07 19:53:43.863851,287,164.49,Critical,Finance,Steps to resolve Significant Number of Untracked Devices,4161775.0,KPI,User_67,2024-01-25 18:28:00,data_modification,['USA'],CN,High,35,6,1189,1151.0
ISSUE-0306,KEY-0306,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 4,Assignee 14,2023-03-07,2024-11-07 19:53:43.863851,611,97.61,Critical,Sales,Steps to resolve Unassessed High-Risk Areas,1696738.0,KPI,User_13,2023-03-07 22:43:00,file_access,['IN'],EU,Critical,35,10,900,2363.0
ISSUE-0307,KEY-0307,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,In Progress,Reporter 6,Assignee 12,2023-03-18,2024-11-07 19:53:43.863851,600,82.89,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,1911790.0,KPI,User_46,2023-03-18 18:13:00,data_modification,['CN'],AU,Medium,26,6,1603,3410.0
ISSUE-0308,KEY-0308,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Open,Reporter 4,Assignee 16,2024-06-02,2024-11-07 19:53:43.863851,158,108.01,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,4027625.0,KPI,User_86,2024-06-02 13:12:00,data_modification,['USA'],CN,Low,26,15,900,1357.5
ISSUE-0309,KEY-0309,High Frequency of Policy Violations,Management Oversight,Closed,Reporter 5,Assignee 20,2024-04-29,2024-04-30 00:00:00.000000,1,48.94,Critical,IT,Steps to resolve High Frequency of Policy Violations,1898824.0,KPI,User_52,2024-04-29 08:30:00,file_access,['IN'],CN,Medium,26,15,2038,1252.5
ISSUE-0310,KEY-0310,Significant Number of Untracked Devices,Asset Inventory Accuracy,In Progress,Reporter 9,Assignee 9,2023-09-11,2024-11-07 19:53:43.863851,423,10.63,Critical,IT,Steps to resolve Significant Number of Untracked Devices,4569715.0,KPI,User_37,2023-09-11 03:48:00,data_modification,['CN'],CN,Low,26,12,1139,2580.0
ISSUE-0311,KEY-0311,Unusual Data Transfer Volumes Detected,Data Breach,Resolved,Reporter 6,Assignee 17,2024-05-04,2024-05-05 00:00:00.000000,1,0.0,Low,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,914428.0,KRI,User_90,2024-05-04 13:12:00,file_access,['UK'],['UK'],Medium,26,12,1265,4722.5
ISSUE-0312,KEY-0312,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 2,Assignee 9,2024-03-27,2024-11-07 19:53:43.863851,225,130.92,Critical,Legal,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,400090.0,KRI,User_41,2024-03-27 09:06:00,data_modification,['AU'],Unknown,High,26,6,1531,1088.0
ISSUE-0313,KEY-0313,Supplier Network Breach Exposure,Procurement Security,In Progress,Reporter 4,Assignee 5,2023-07-03,2024-11-07 19:53:43.863851,493,164.24,Critical,IT,Steps to resolve Supplier Network Breach Exposure,554030.0,KPI,User_39,2023-07-03 14:28:00,login,['DE'],DE,High,26,13,2403,4307.0
ISSUE-0314,KEY-0314,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Closed,Reporter 2,Assignee 17,2023-07-11,2023-07-18 00:00:00.000000,7,0.0,Low,Legal,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,2075344.0,KPI,User_78,2023-07-11 19:14:00,data_modification,['JP'],UK,Medium,26,3,1379,4527.5
ISSUE-0315,KEY-0315,Sudden Increase in Unfiltered Traffic,Network Security,Closed,Reporter 6,Assignee 4,2024-10-25,2024-10-26 00:00:00.000000,1,33.64,Critical,IT,Steps to resolve Sudden Increase in Unfiltered Traffic,1719200.0,KPI,User_5,2024-10-25 04:31:00,file_access,['FR'],JP,Critical,28,13,1006,2126.0
ISSUE-0316,KEY-0316,Unassessed High-Risk Areas,Risk Assessment Coverage,Closed,Reporter 9,Assignee 11,2024-01-19,2024-01-20 00:00:00.000000,1,98.64,Critical,Finance,Steps to resolve Unassessed High-Risk Areas,714412.0,KPI,User_49,2024-01-19 14:01:00,login,['UK'],EU,Critical,26,17,1223,2123.0
ISSUE-0317,KEY-0317,Malware Detected in Core System Components,Malware,Resolved,Reporter 1,Assignee 14,2024-04-25,2024-05-01 00:00:00.000000,6,73.93,Critical,Legal,Steps to resolve Malware Detected in Core System Components,4223835.0,KRI,User_15,2024-04-25 05:35:00,file_access,['EU'],FR,Low,26,15,1160,3022.5
ISSUE-0318,KEY-0318,Unanticipated Increase in Risk Exposure,Risk Exposure,Open,Reporter 3,Assignee 11,2023-12-30,2024-11-07 19:53:43.863851,313,166.76,Critical,Operations,Steps to resolve Unanticipated Increase in Risk Exposure,1875430.0,KRI,User_54,2023-12-30 08:09:00,login,['FR'],CN,Critical,26,13,1529,1037.0
ISSUE-0319,KEY-0319,Unusual Data Transfer Volumes Detected,Data Breach,Closed,Reporter 7,Assignee 15,2023-11-12,2023-11-18 00:00:00.000000,6,186.63,Critical,IT,Steps to resolve Unusual Data Transfer Volumes Detected,2208310.0,KRI,User_21,2023-11-12 23:19:00,file_access,['IN'],DE,Medium,26,12,1220,1352.5
ISSUE-0320,KEY-0320,Lack of Updated Risk Management Procedures,Risk Management Maturity,Open,Reporter 7,Assignee 3,2023-03-19,2024-11-07 19:53:43.863851,599,52.07,Critical,Finance,Steps to resolve Lack of Updated Risk Management Procedures,3781155.0,KPI,User_8,2023-03-19 23:42:00,login,['UK'],Unknown,Critical,26,17,900,887.0
ISSUE-0321,KEY-0321,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 5,Assignee 20,2023-02-28,2023-03-09 00:00:00.000000,9,107.32,Critical,Finance,Steps to resolve Supplier Network Breach Exposure,4118545.0,KPI,User_74,2023-02-28 06:53:00,file_access,['USA'],UK,Low,26,12,1459,1860.0
ISSUE-0322,KEY-0322,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Resolved,Reporter 1,Assignee 10,2023-03-07,2023-03-14 00:00:00.000000,7,46.57,Critical,Finance,Steps to resolve Weak Access Controls on Critical Cloud Resources,2900010.0,KRI,User_67,2023-03-07 20:35:00,login,['UK'],['UK'],Critical,26,10,900,6035.0
ISSUE-0323,KEY-0323,High Frequency of Policy Violations,Management Oversight,In Progress,Reporter 7,Assignee 16,2023-11-28,2024-11-07 19:53:43.863851,345,264.69,Critical,IT,Steps to resolve High Frequency of Policy Violations,3694612.0,KPI,User_24,2023-11-28 16:12:00,file_access,['USA'],CN,Critical,26,17,1226,1748.0
